NC(=O)C1=CN(C=CC1)[CH]1O[CH](CO[P](O)(=O)O[P](O)(=O)OC[CH]2O[CH]([CH](O)[CH]2O)N2C=NC3=C(N)N=CN=C23)[CH](O)[CH]1O -5.1
NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[CH](CCC(O)=O)C(O)=O)=CN=C2N1 -2.5
CCC=CgCC=CCC=CCC=CCC=CCCCC(O)=O 6.1
C[CH](N)C(O)=O -2.85
CC(C)[CH](N)C(O)=O -2.26
CC(=CgCO)C=CC=C(C)C=CC1=C(C)CCCC1(C)C 5.68
CC(C)CCC[CH](C)CCC[CH](C)CCC[C]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C 10
CC1=C(O)C(CO)=C(CO)C=N1 -0.77
OC(=O)CCCC[CH]1CCSS1 2.1
CC[CH](C)[CH](N)C(O)=O -1.70
COC(=O)[CH](CC1=CC=CC=C1)NC(=O)[CH](N)CC(O)=O -0.1
CC(C)CCC[CH](C)[C]1([H])CC[C]2([H])C(CCC[C]12C)=CC=C1C[CH](O)CCC1=C 7.5
CC1=CC(=O)C2=CC=CC=C2C1=O 2.20
NC1=NC=NC2=C1N=CN2[CH]1O[CH](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[CH](O)[CH]1O -5.5
OC(=O)[CH]1CCCN1 -2.54
NC1=C2NC=NC2=NC=N1 -0.09
N[CH](CC(N)=O)C(O)=O -3.82
[H][C]12[CH](C[CH](O)C=C1C=C[CH](C)[CH]2CC[CH](O)C[CH](O)CC(O)=O)OC(=O)[CH](C)CC 0.59
COCCCCC(=NgOCCN)C1=CC=C(C=C1)C(F)(F)F 3.2
CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[CH](C(C)C)C(O)=O 5.8
[H][C]12CCC[C]1([H])N([CH](C2)C(O)=O)C(=O)[CH](C)N[CH](CCC1=CC=CC=C1)C(=O)OCC 2.9
C[CH](CC1=CC(O)=C(O)C=C1)[CH](C)CC1=CC(O)=C(O)C=C1 5.8
[H][C]12C[C]3([H])[C]4([H])C[CH](F)C5=CC(=O)C=C[C]5(C)[C]4([H])[CH](O)C[C]3(C)[C]1(OC(C)(C)O2)C(=O)CO 1.1
NCC(CC(O)=O)C1=CC=C(Cl)C=C1 1.3
CC(N)CC1=CC=CC=C1 1.76
CSCC[CH](NC(=O)[CH](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[CH](CC(O)=O)C(=O)N[CH](CC1=CC=CC=C1)C(N)=O 1.6
CN1CCC[CH]1C1=CN=CC=C1 1.17
CC1O[C]2(CS1)CN1CCC2CC1 1.3
OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2 2.39
COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1 1.7
[H]C(Cl)=CC(O)(CC)C#C 1.8
C[C](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O -1.9
CC(C)(N)CC1=CC=CC=C1 1.90
CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12 3.11
COC1=CC=CC(=C1)[C]1(O)CCCC[CH]1CN(C)C 2.4
NC1=NC=NC2=C1N=CN2[CH]1O[CH](CO)[CH](O)[CH]1O -2.115
CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1 2.81
OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1 0.4
CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O 3.6
CCOC(=O)C1=C[CH](OC(CC)CC)[CH](NC(C)=O)[CH](N)C1 1
CC[CH]1OC(=O)[CH](C)[CH](O[CH]2C[C](C)(OC)[CH](O)[CH](C)O2)[CH](C)[CH](O[CH]2O[CH](C)C[CH]([CH]2O)N(C)C)[C](C)(O)C[CH](C)C(=O)[CH](C)[CH](O)[C]1(C)O 3.06
CN1C=NC2=C1C(=O)N(C)C(=O)N2C -0.07
CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(C)CC1 1.9
CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1 2.1
CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1 2.69
[H][C]12C[CH](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[CH](OC)[CH](C(=O)OC)[C]1([H])C[C]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2 3.2
CC[CH]1OC(=O)[CH](C)[CH](O[CH]2C[C](C)(OC)[CH](O)[CH](C)O2)[CH](C)[CH](O[CH]2O[CH](C)C[CH]([CH]2O)N(C)C)[C](C)(O)C[CH](C)CN(C)[CH](C)[CH](O)[C]1(C)O 4.02
ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2 2.9
COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2 8.6
COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1 -0.5
[H][C](CC1=CC=CC=C1)(CS(=O)(=O)C(C)(C)C)C(O)=N[C]([H])(CC1=CN=CN1)C(O)=N[C]([H])(CC1CCCCC1)[C]([H])(O)[C]([H])(O)C1CC1 3.9
COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1 0.5
CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1 2.3
CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1 3.5
CN1CCC[CH]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2 3.9
CNC(NCC1=CC=CC=C1)=NgC 0.49
[H][C]12CN(C[C]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O 2.9
CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1 0.17
[H][C]12CCCC[C]1([H])CN(C[CH](O)[CH](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[CH](C2)C(=O)NC(C)(C)C 6
CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1 2.2
[H][C]1(C)CC[C]([H])(CC1)N=C(O)NS(=O)(=O)C1=CC=C(CCN=C(O)N2CC(C)=C(CC)C2=O)C=C1 3.5
[H][C]12C[CH](C)[C](O)(C(=O)CO)[C]1(C)C[CH](O)[C]1(F)[C]2([H])C[CH](F)C2=CC(=O)C=C[C]12C 2.1
CC(C)(C)NC(=O)[CH]1CN(CC2=CN=CC=C2)CCN1C[CH](O)C[CH](CC1=CC=CC=C1)C(=O)N[CH]1[CH](O)CC2=CC=CC=C12 2.9
NC(N)=NCC1COC2(CCCCC2)O1 0.6
[H][C]12[CH](C[CH](C)C=C1C=C[CH](C)[CH]2CC[CH]1C[CH](O)CC(=O)O1)OC(=O)[CH](C)CC 4.26
[H][C]12SCC(CSC3=NN=NN3CCN(C)C)=C(N1C(=O)[CH]2NC(=O)CC1=CSC(N)=N1)C(O)=O -2.1
CC(C)C[CH](CN)CC(O)=O -1.35
CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1 2.19
CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O 1.42
NC1=CC(O)=C(C=C1)C(O)=O 0.89
[H][C](OC1=CC=CC=C1OCC)(C1=CC=CC=C1)[C]1([H])CNCCO1 3.1
CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1 0.4
BrCCC(=O)N1CCN(CC1)C(=O)CCBr 0.42
CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1 2.5
[H][C]12C[CH](C)[C](O)(C(=O)CO)[C]1(C)C[CH](O)[C]1([H])[C]2([H])[CH](Cl)CC2=CC(=O)C=C[C]12C 2.7
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O 1.7
NC1=C2N=CN([CH]3C[CH](O)[CH](CO)O3)C2=NC(Cl)=N1 -0.1
COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1 1.6
NC1=CC(C(O)=O)=C(O)C=C1 1.2
[H][C]12CC[C]([H])(C[C]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C 4.3
ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1 3.8
[H][C]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[CH](CN2C)C(=O)NC(CC)CO 1.5
[H][C]12CC3=CNC4=CC=CC(=C34)[C]1([H])C[CH](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC 2.6
OC[CH]1O[CH](C[CH]1O)N1C=C(I)C(=O)NC1=O -0.96
NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1 0.97
CC(C)N1CCN(CC1)C1=CC=C(OC[CH]2CO[C](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1 4.5
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1 2.47
[H][C]12CC[CH](C(C)=O)[C]1(C)C[CH](O)[C]1([H])[C]2([H])C[CH](C)C2=CC(=O)CC[C]12C 3.2
[H][C]12[CH](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C]1(O)C(=O)C(C(N)=O)=C(O)[CH](N(C)C)[C]1([H])[CH]2O -0.02
CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1 5.07
[H][C]12C[C]3([H])C(C(=O)C4=C(O)C=CC=C4[C]3(C)O)=C(O)[C]1(O)C(=O)C(C(=O)NCNCCCC[CH](N)C(O)=O)=C(O)[CH]2N(C)C 0.3
ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1 6.1
NC1=CC=C(C=C1)S(N)(=O)=O -0.62
N[CH]1CONC1=O -0.9
ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl 2.4
ClCCNC(=O)N(CCCl)N=O 1.53
CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C 1.01
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1 1.88
CCN(C(=O)C=CC)C1=CC=CC=C1C 2.9
OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2 2.07
[H][C]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[CH]2NC(=O)C(=NgOC)C1=CSC(N)=N1)C(O)=O -1.3
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1 2.70
COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1 6.4
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C 4.28
CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I 3.3
NCCC1=CC=NN1 0.1
[H][C]12CO[C]3(COS(N)(=O)=O)OC(C)(C)O[C]3([H])[C]1([H])OC(C)(C)O2 -0.7
[H][C]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C]2(NC(=O)CSCC#N)OC)C(O)=O -0.60
CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O 5.9
COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1 3.8
CN1C2=C(NC=N2)C(=O)N(C)C1=O -0.02
C[CH]1CCN([CH](C1)C(O)=O)C(=O)[CH](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2 1
N[CH](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O 2.9
CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C 2.58
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C 2.44
NCCC(O)(P(O)(O)=O)P(O)(O)=O -4.7
CN1CCC[CH]1CCO[C](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1 5.2
[H][C](O)(CO)[C]([H])(O[C]1([H])O[C]([H])(CO)[C]([H])(O[C]2([H])O[C]([H])(C)[C]([H])(N[C]3([H])C=C(CO)[C]([H])(O)[C]([H])(O)[C]3([H])O)[C]([H])(O)[C]2([H])O)[C]([H])(O)[C]1([H])O)[C]([H])(O)[C]([H])(O)C=O -6.8
CC(C)OC(=O)CCCC=CgC[CH]1[CH](O)C[CH](O)[CH]1C=C[CH](O)COC1=CC=CC(=C1)C(F)(F)F 4.6
[H][C]12C[C]3([H])[C]4([H])CCC5=CC(=O)C=C[C]5(C)[C]4(F)[CH](O)C[C]3(C)[C]1(OC1(CCCC1)O2)C(=O)COC(C)=O 2.3
CNCC[CH](OC1=CC=CC=C1C)C1=CC=CC=C1 3.9
OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl 1.70
CCOC(=O)C1=CN=CN1[CH](C)C1=CC=CC=C1 3.05
CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[CH](CCC(O)=O)C(O)=O -1.2
[H][C]12CC[C](O)(C#C)[C]1(CC)CC(=C)[C]1([H])[C]3([H])CCC(=O)C=C3CC[C]21[H] 3.4
[H][C]12OC3=C(O)C=CC4=C3[C]11CCN(C)[C]([H])(C4)[C]1([H])C=C[CH]2O 0.89
CCCN1CCCC[CH]1C(=O)NC1=C(C)C=CC=C1C 2.90
CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C 3.41
CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1 2.3
NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2 -1.1
[H][C](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C 1.25
[H][C]12SC(C)(C)[CH](N1C(=O)[CH]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O 2.58
NC[CH]1CC[CH](CC1)C(O)=O 0.3
[H][C]12[CH](C)C(S[C]3([H])CN[C]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C]2([H])[CH](C)O)C(O)=O 0.3
[H][C]12CC[C](O)(C#C)[C]1(CC)CC(=C)[C]1([H])[C]3([H])CCCC=C3CC[C]21[H] 4
CO[C]12[CH]3N[CH]3CN1C1=C([CH]2COC(N)=O)C(=O)C(N)=C(C)C1=O -0.40
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O 1.47
CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C 6.9
CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1 4.6
[H][C]12N3CC[C]11C4=CC(=C(OC)C=C4N(C)[C]1([H])[C](O)([CH](O)[C]2(CC)C=CC3)C(N)=O)[C]1(C[C]2([H])CN(C[C](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC 2.9
NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12 0.85
CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O 2.01
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O 2.10
CCCC(CCC)C(O)=O 2.75
CN(C)CCC1=CNC2=CC=C(C[CH]3COC(=O)N3)C=C12 1.6
CC(=O)NC1=CC=C(O)C=C1 0.46
COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1 3.2
[H][C]12OC3=C(OC)C=CC4=C3[C]11CCN(C)[C]([H])(C4)[C]1([H])C=C[CH]2O 1.19
[H][C]12SC(C)(C)[CH](N1C(=O)[CH]2NC(=O)[CH](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O 0.3
[H][C]12CCCN1C(=O)[CH](CC1=CC=CC=C1)N1C(=O)[C](C)(NC(=O)[CH]3CN(C)[C]4([H])CC5=CNC6=CC=CC(=C56)[C]4([H])C3)O[C]21O 2
CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12 4.92
OC[CH]1O[CH](C[CH]1O)N1C=C(F)C(=O)NC1=O -1.16
CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O 4
[H][C]12CC[C](O)(C(C)=O)[C]1(C)C[CH](O)[C]1(F)[C]2([H])C[CH](C)C2=CC(=O)C=C[C]12C 2.00
[H][C]12OC3=C(O)C=CC4=C3[C]11CCN(C)[C]([H])(C4)[C]1([H])CCC2=O 0.9
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O 4.27
CC[CH](CO)NCCN[CH](CC)CO -0.3
CN(C)C(=N)NC(N)=N -1.37
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1 3.93
CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2 2
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1 0.16
NC(=O)NN=CC1=CC=C(O1)[N+]([O-])=O 0.23
[H][C]1(CC[CH](Cl)[CH](C1)OC)C=C(gC)[C]1([H])OC(=O)[C]2([H])CCCCN2C(=O)C(=O)[C]2(O)O[C]([H])([CH](C[CH]2C)OC)[CH](C[CH](C)CC(C)=C[CH](CC)C(=O)C[CH](O)[CH]1C)OC 4.4
COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C 2.23
NC(=O)C1=NC=CN=C1 -0.60
CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1 4.7
OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1 2.8
CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1 7.1
COC1=CC=C(C=C1)[CH]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[CH]1OC(C)=O 2.8
CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12 4.7
NC1=CC=C(C=C1)C(=O)NCC(O)=O -2.2
COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1 1.4
CN1C(=O)OC(C)(C)C1=O 0
[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O 1.6
CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O 2.12
NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1 1.24
[H][C]12CC[C](OC(C)=O)(C(C)=O)[C]1(C)CC[C]1([H])[C]2([H])C=C(C)C2=CC(=O)CC[C]12C 3.2
NC1=NC(=S)C2=C(N1)N=CN2 -0.07
[H][C]12CC3=CNC4=CC=CC(=C34)C1=C[CH](CN2C)C(=O)N[CH](CC)CO 1.2
CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1 7.1
ClC1=CC2=C(OC(=O)N2)C=C1 1.6
CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1 1.3
OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F 3.9
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1 -0.09
[H][C]1(CNC2=C(N1)C(=O)NC(N)=N2)[CH](O)[CH](C)O -1.7
[H][C]12N(C)C3=CC(OC)=C(C=C3[C]11CCN3CC=C[C](CC)([C]13[H])[C]([H])(OC(C)=O)[C]2(O)C(=O)OC)[C]1(C[C]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC 4
[H][C]1(NC(=O)[CH](NC(=O)[CH]2C[CH](O)CN2C(=O)[CH](NC(=O)[CH](C[CH](O)[CH](O)NC(=O)[CH]2[CH](O)[CH](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[CH](C)O)[CH](O)[CH](O)C1=CC=C(O)C=C1)[CH](C)O 2.9
CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12 3.23
CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O 2.9
CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1 2.5
[H][C]12CC[C](O)(C#C)[C]1(CC)CC[C]1([H])[C]3([H])CCC(=O)C=C3CC[C]21[H] 3.8
NC[CH](O)C1=CC(O)=C(O)C=C1 -1.24
NC1=NC(=O)N(C[CH](CO)OCP(O)(O)=O)C=C1 -3.9
CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1 2.9
CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1 5.41
[H][C](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1 1.83
[H][C]12C[CH](O)[CH](CC[CH](O)CCCCC)[C]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1 4.1
OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1 4.49
[H][C]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[CH]1CN2CCC1CC2 2.7
[H][C]12CC[CH](C(C)=O)[C]1(C)CC[C]1([H])[C]2([H])C=CC2=CC(=O)CC[C]12C 3.4
CC(N)COC1=C(C)C=CC=C1C 2.15
C[CH](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1 -2.6
CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC 3.00
NC1=C2CCCCC2=NC2=CC=CC=C12 2.71
CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1 3.7
NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1 0.98
[H][C]1(C[C](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[CH]1C[CH](NC(=O)C(F)(F)F)[CH](O)[CH](C)O1 2.2
OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1 4.2
CNC[CH](O)C1=CC(O)=CC=C1 -0.31
CCOC(=O)N1C=CN(C)C1=S 0.4
[H][C]12CC[C]3([H])[C]([H])(C[CH](O)[C]4(C)[CH](CC[C]34O)C3=CC(=O)OC3)[C]1(C)CC[CH](C2)O[CH]1C[CH](O)[CH](O[CH]2C[CH](O)[CH](O[CH]3C[CH](O)[CH](O)[CH](C)O3)[CH](C)O2)[CH](C)O1 1.26
CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O 0.57
CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12 5.2
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C 3.05
[H][C]12C[CH](C)[C](OC(=O)CC)(C(=O)COC(=O)CC)[C]1(C)C[CH](O)[C]1(Cl)[C]2([H])CCC2=CC(=O)C=C[C]12C 1.3
CCCC(C)(COC(N)=O)COC(=O)NC(C)C 2.1
[H][C]12CC[CH](C(C)=O)[C]1(C)CC[C]1([H])[C]2([H])CCC2=CC(=O)CC[C]12C 3.87
[H][C](C)(N)[C]([H])(O)C1=CC=CC=C1 0.67
CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1 3.8
OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O -4.2
COC1=CC(OC)=C(Cl)C2=C1C(=O)[C]1(O2)[CH](C)CC(=O)C=C1OC 2.18
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C 3.26
CN1CCN(CC1)C(=O)O[CH]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1 0.8
